type,CD4,CD8b,CD3,CD8
1,-0.5762340731540381,1.299160777226063,-0.38665756465240814,-0.1563449634875182
1,0.23125269056692108,0.48789429515071486,0.4695242664205136,-0.5368947579650792
1,-1.5452181896191892,-1.2388380336702096,-1.313533308382727,-0.20544816277494543
1,-2.106208993888487,-1.8193773511186238,-0.3159636519950109,-0.745583354936645
1,-1.970211223156536,-1.6109786217781674,-1.376372341855969,-0.714893855382003
1,0.9282412655681701,0.7483927068262853,-0.33952828954747666,-0.4632399590339384
1,-1.4432198615702259,0.6218649068695796,2.716019713088914,0.9484770204795946
1,-0.5677342124832911,0.7186214597776487,-0.28454413525838995,-0.38344726019186914
1,1.3192348564225294,1.3959173301341319,-0.14315630994359554,-1.2550290475437025
1,1.0557391756293741,1.0758764243612882,-0.26883437689007944,-0.37730936028094075
1,0.15475394453019864,1.3140464007503814,-0.19814046423268225,-0.4509641592120816
1,0.4437492073355946,-0.12241626934633602,-1.0071930202006725,-0.8806171529770699
1,0.5967466994090395,1.4256885771827685,-0.4259319605731844,0.07689523312776117
1,-2.242206764620438,-0.9708968102324799,-1.1407259663313116,-0.20544816277494543
1,-1.1202251560818421,-1.1495242925242997,-0.9207893491749648,0.2548943305446849
1,-1.5027188862654544,1.1949614125558348,1.9148220363050787,1.8752999070297836
1,-1.7492148457171157,-0.5987562221245221,-0.8265307989651018,-0.009035365625236496
1,-1.281722508826034,0.4357946128156007,-0.10388191402281932,-0.8131002539568575
1,-1.3922206975457443,-1.4695651982971434,-0.9757735034640516,-0.3097924612607283
1,-1.68121596035114,-1.022996492567594,-1.2742589124619508,0.04006783366219074
1,0.5117480927015701,0.6218649068695796,0.05321566966028558,-0.1563449634875182
1,-0.17674062162893198,-1.3207089630539603,-1.0386125369372934,-0.5368947579650792
1,-0.4232365810805932,0.7558355185884444,-0.15886606831190603,-1.3900628455841275
1,0.20575310855468026,0.6441933421560572,-0.009623363812956375,-0.1502070635765898
1,1.8887255213625742,-1.596092998253849,2.1661781701980467,-1.1445468491469912
1,0.9792404295926517,1.0535479890748107,0.3124266827374087,-0.7885486543131438
1,-1.689715821021887,-0.7103983985569094,-0.38665756465240814,-0.1256554639328762
1,-0.7037319832152422,0.8972489420694685,-0.2609794977059242,-1.1015815497704924
1,-0.03224299022623402,1.3140464007503814,-0.669433215281997,-0.46937785894486683
1,2.3732175795951496,-1.067653363140549,2.5196477334850327,-0.08882806446730575
1,0.5372476747138109,1.016333930264015,0.37526571621065063,-0.26068926197330106
1,-0.36373755638536465,0.9493486244045826,-0.8972247116224991,-1.0770299501267788
1,-1.1117252954110952,0.688850212729012,-0.19028558504852702,0.07689523312776117
1,1.081238757641615,0.8600348832586727,-0.221705101785148,0.4022039284069666
1,0.8177430768484599,1.5745448124259518,-1.0386125369372934,-0.40186095992465437
1,-2.1317085759007277,-0.405243116308384,0.07678030721275132,-0.05200066500173533
1,-0.49973532711731566,0.5623224127723064,-0.14315630994359554,-0.487791558677652
1,-1.6132170749851646,0.6962930244911713,2.7003099547206033,1.4210953136210818
1,-1.6132170749851646,-0.09264502229769939,0.06892542802859608,0.4451692277834654
1,1.0217397329463864,1.7382866711934533,0.4616693872363583,-0.09496596437823415
